,Company,Job Title,Location,Estimated Salary,Lower Bound,Median,Upper Bound
2151,Cobbs Creek Healthcare,"['junior', 'analyst']","Newtown Square, PA","[55000, 60000.0, 65000]",55000.0,60000.0,65000.0
2154,Forward,"['software', 'engineer', 'science']","San Francisco, CA","[113000, 140500.0, 168000]",113000.0,140500.0,168000.0
2155,C3 AI,"['science', 'instructor']","Redwood City, CA","[109000, 125500.0, 142000]",109000.0,125500.0,142000.0
2156,pulseData,"['science', 'associate', 'remote']","New York, NY","[50000, 66500.0, 83000]",50000.0,66500.0,83000.0
2157,Bayer,"['nafto', 'science', 'coop']",United States,"[58240.0, 72800, 87360.0]",58240.0,72800.0,87360.0
2158,MediaMath,"['vp', 'science']","New York, NY","[231000, 265500.0, 300000]",231000.0,265500.0,300000.0
2159,Duolingo,"['head', 'science']","New York, NY","[196000, 255000.0, 314000]",196000.0,255000.0,314000.0
2160,Dataquestcorp,['science'],"Branchburg, NJ","[70000, 74500.0, 79000]",70000.0,74500.0,79000.0
2162,"JPMorgan Chase Bank, N.A.","['advancing', 'hispanics', 'latinos', 'fellowship', 'program', 'ai', 'science', 'track']","New York, NY","[54080, 73840.0, 93600]",54080.0,73840.0,93600.0
2163,Discord,"['engineering', 'manager']","San Francisco, CA","[153600.0, 192000, 230400.0]",153600.0,192000.0,230400.0
2164,YT Global Network,"['engineer', 'remote']",Remote,"[187200, 218400.0, 249600]",187200.0,218400.0,249600.0
2165,excelon solutuion,"['hiring', 'science', 'aws', 'w']",Remote,"[93600, 98800.0, 104000]",93600.0,98800.0,104000.0
2166,Science Systems & Applications,"['science', 'visualizer', 'earth', 'science']","Lanham, MD","[62000, 74000.0, 86000]",62000.0,74000.0,86000.0
2168,Delta,"['coop', 'flight', 'safety', 'science', 'fall']","Atlanta, GA","[40000, 51000.0, 62000]",40000.0,51000.0,62000.0
2169,Hewlett Packard Enterprise,"['science', 'graduate']","San Jose, CA","[109000, 180500.0, 252000]",109000.0,180500.0,252000.0
2170,Hunter Engineering,"['science', 'coop']","Bridgeton, MO","[71000, 90500.0, 110000]",71000.0,90500.0,110000.0
2171,Aristocrat Technologies Inc,"['science', 'analyst']","Las Vegas, NV","[69000, 87500.0, 106000]",69000.0,87500.0,106000.0
2172,Vetro Tech Inc,['scientist'],"Seattle, WA","[87000, 93000.0, 99000]",87000.0,93000.0,99000.0
2173,Electric Hydrogen,"['science', 'coop']","San Carlos, CA","[72800, 83200.0, 93600]",72800.0,83200.0,93600.0
2174,Anblicks,"['science', 'aiml']","Dallas, TX","[58000, 75000.0, 92000]",58000.0,75000.0,92000.0
2175,Havas Group,"['junior', 'fellow', 'decision', 'science']","New York, NY","[29952.0, 37440, 44928.0]",29952.0,37440.0,44928.0
2176,Liberty Mutual Insurance,"['science', 'coop', 'july', 'december']","Boston, MA","[54080, 60320.0, 66560]",54080.0,60320.0,66560.0
2177,BigHat Biosciences,"['programs', 'science', 'consultant', 'remote']","San Mateo, CA","[79000, 104000.0, 129000]",79000.0,104000.0,129000.0
2178,The University of Chicago,"['science', 'analyst']","Chicago, IL","[75000, 91500.0, 108000]",75000.0,91500.0,108000.0
2179,SETI Institute,"['science', 'pipeline', 'operator']","Mountain View, CA","[67000, 81000.0, 95000]",67000.0,81000.0,95000.0
2180,Adobe,"['science', 'engineer']","Lehi, UT","[140000, 200500.0, 261000]",140000.0,200500.0,261000.0
2181,Cobbs Creek Healthcare,"['junior', 'analyst']","Newtown Square, PA","[55000, 60000.0, 65000]",55000.0,60000.0,65000.0
2184,Forward,"['software', 'engineer', 'science']","San Francisco, CA","[113000, 140500.0, 168000]",113000.0,140500.0,168000.0
2185,C3 AI,"['science', 'instructor']","Redwood City, CA","[109000, 125500.0, 142000]",109000.0,125500.0,142000.0
2186,pulseData,"['science', 'associate', 'remote']","New York, NY","[50000, 66500.0, 83000]",50000.0,66500.0,83000.0
2187,Bayer,"['nafto', 'science', 'coop']",United States,"[58240.0, 72800, 87360.0]",58240.0,72800.0,87360.0
2188,MediaMath,"['vp', 'science']","New York, NY","[231000, 265500.0, 300000]",231000.0,265500.0,300000.0
2189,Duolingo,"['head', 'science']","New York, NY","[196000, 255000.0, 314000]",196000.0,255000.0,314000.0
2190,Dataquestcorp,['science'],"Branchburg, NJ","[70000, 74500.0, 79000]",70000.0,74500.0,79000.0
2192,"JPMorgan Chase Bank, N.A.","['advancing', 'hispanics', 'latinos', 'fellowship', 'program', 'ai', 'science', 'track']","New York, NY","[54080, 73840.0, 93600]",54080.0,73840.0,93600.0
2193,Discord,"['engineering', 'manager']","San Francisco, CA","[153600.0, 192000, 230400.0]",153600.0,192000.0,230400.0
2194,YT Global Network,"['engineer', 'remote']",Remote,"[187200, 218400.0, 249600]",187200.0,218400.0,249600.0
2195,excelon solutuion,"['hiring', 'science', 'aws', 'w']",Remote,"[93600, 98800.0, 104000]",93600.0,98800.0,104000.0
2196,Science Systems & Applications,"['science', 'visualizer', 'earth', 'science']","Lanham, MD","[62000, 74000.0, 86000]",62000.0,74000.0,86000.0
2198,Delta,"['coop', 'flight', 'safety', 'science', 'fall']","Atlanta, GA","[40000, 51000.0, 62000]",40000.0,51000.0,62000.0
2199,Hewlett Packard Enterprise,"['science', 'graduate']","San Jose, CA","[109000, 180500.0, 252000]",109000.0,180500.0,252000.0
2200,Hunter Engineering,"['science', 'coop']","Bridgeton, MO","[71000, 90500.0, 110000]",71000.0,90500.0,110000.0
2201,Aristocrat Technologies Inc,"['science', 'analyst']","Las Vegas, NV","[69000, 87500.0, 106000]",69000.0,87500.0,106000.0
2202,Vetro Tech Inc,['scientist'],"Seattle, WA","[87000, 93000.0, 99000]",87000.0,93000.0,99000.0
2203,Electric Hydrogen,"['science', 'coop']","San Carlos, CA","[72800, 83200.0, 93600]",72800.0,83200.0,93600.0
2204,Anblicks,"['science', 'aiml']","Dallas, TX","[58000, 75000.0, 92000]",58000.0,75000.0,92000.0
2205,Havas Group,"['junior', 'fellow', 'decision', 'science']","New York, NY","[29952.0, 37440, 44928.0]",29952.0,37440.0,44928.0
2206,Liberty Mutual Insurance,"['science', 'coop', 'july', 'december']","Boston, MA","[54080, 60320.0, 66560]",54080.0,60320.0,66560.0
2207,BigHat Biosciences,"['programs', 'science', 'consultant', 'remote']","San Mateo, CA","[79000, 104000.0, 129000]",79000.0,104000.0,129000.0
2208,The University of Chicago,"['science', 'analyst']","Chicago, IL","[75000, 91500.0, 108000]",75000.0,91500.0,108000.0
2209,SETI Institute,"['science', 'pipeline', 'operator']","Mountain View, CA","[67000, 81000.0, 95000]",67000.0,81000.0,95000.0
2210,Adobe,"['science', 'engineer']","Lehi, UT","[140000, 200500.0, 261000]",140000.0,200500.0,261000.0
2211,Cobbs Creek Healthcare,"['junior', 'analyst']","Newtown Square, PA","[55000, 60000.0, 65000]",55000.0,60000.0,65000.0
2214,Forward,"['software', 'engineer', 'science']","San Francisco, CA","[113000, 140500.0, 168000]",113000.0,140500.0,168000.0
2215,C3 AI,"['science', 'instructor']","Redwood City, CA","[109000, 125500.0, 142000]",109000.0,125500.0,142000.0
2216,pulseData,"['science', 'associate', 'remote']","New York, NY","[50000, 66500.0, 83000]",50000.0,66500.0,83000.0
2217,Bayer,"['nafto', 'science', 'coop']",United States,"[58240.0, 72800, 87360.0]",58240.0,72800.0,87360.0
2218,MediaMath,"['vp', 'science']","New York, NY","[231000, 265500.0, 300000]",231000.0,265500.0,300000.0
2219,Duolingo,"['head', 'science']","New York, NY","[196000, 255000.0, 314000]",196000.0,255000.0,314000.0
2220,Dataquestcorp,['science'],"Branchburg, NJ","[70000, 74500.0, 79000]",70000.0,74500.0,79000.0
2222,"JPMorgan Chase Bank, N.A.","['advancing', 'hispanics', 'latinos', 'fellowship', 'program', 'ai', 'science', 'track']","New York, NY","[54080, 73840.0, 93600]",54080.0,73840.0,93600.0
2223,Discord,"['engineering', 'manager']","San Francisco, CA","[153600.0, 192000, 230400.0]",153600.0,192000.0,230400.0
2224,YT Global Network,"['engineer', 'remote']",Remote,"[187200, 218400.0, 249600]",187200.0,218400.0,249600.0
2225,excelon solutuion,"['hiring', 'science', 'aws', 'w']",Remote,"[93600, 98800.0, 104000]",93600.0,98800.0,104000.0
2226,Science Systems & Applications,"['science', 'visualizer', 'earth', 'science']","Lanham, MD","[62000, 74000.0, 86000]",62000.0,74000.0,86000.0
2228,Delta,"['coop', 'flight', 'safety', 'science', 'fall']","Atlanta, GA","[40000, 51000.0, 62000]",40000.0,51000.0,62000.0
2229,Hewlett Packard Enterprise,"['science', 'graduate']","San Jose, CA","[109000, 180500.0, 252000]",109000.0,180500.0,252000.0
2230,Hunter Engineering,"['science', 'coop']","Bridgeton, MO","[71000, 90500.0, 110000]",71000.0,90500.0,110000.0
2231,Aristocrat Technologies Inc,"['science', 'analyst']","Las Vegas, NV","[69000, 87500.0, 106000]",69000.0,87500.0,106000.0
2232,Vetro Tech Inc,['scientist'],"Seattle, WA","[87000, 93000.0, 99000]",87000.0,93000.0,99000.0
2233,Electric Hydrogen,"['science', 'coop']","San Carlos, CA","[72800, 83200.0, 93600]",72800.0,83200.0,93600.0
2234,Anblicks,"['science', 'aiml']","Dallas, TX","[58000, 75000.0, 92000]",58000.0,75000.0,92000.0
2235,Havas Group,"['junior', 'fellow', 'decision', 'science']","New York, NY","[29952.0, 37440, 44928.0]",29952.0,37440.0,44928.0
2236,Liberty Mutual Insurance,"['science', 'coop', 'july', 'december']","Boston, MA","[54080, 60320.0, 66560]",54080.0,60320.0,66560.0
2237,BigHat Biosciences,"['programs', 'science', 'consultant', 'remote']","San Mateo, CA","[79000, 104000.0, 129000]",79000.0,104000.0,129000.0
2238,The University of Chicago,"['science', 'analyst']","Chicago, IL","[75000, 91500.0, 108000]",75000.0,91500.0,108000.0
2239,SETI Institute,"['science', 'pipeline', 'operator']","Mountain View, CA","[67000, 81000.0, 95000]",67000.0,81000.0,95000.0
2240,Adobe,"['science', 'engineer']","Lehi, UT","[140000, 200500.0, 261000]",140000.0,200500.0,261000.0
2241,Cobbs Creek Healthcare,"['junior', 'analyst']","Newtown Square, PA","[55000, 60000.0, 65000]",55000.0,60000.0,65000.0
2244,Forward,"['software', 'engineer', 'science']","San Francisco, CA","[113000, 140500.0, 168000]",113000.0,140500.0,168000.0
2245,C3 AI,"['science', 'instructor']","Redwood City, CA","[109000, 125500.0, 142000]",109000.0,125500.0,142000.0
2246,pulseData,"['science', 'associate', 'remote']","New York, NY","[50000, 66500.0, 83000]",50000.0,66500.0,83000.0
2247,Bayer,"['nafto', 'science', 'coop']",United States,"[58240.0, 72800, 87360.0]",58240.0,72800.0,87360.0
2248,MediaMath,"['vp', 'science']","New York, NY","[231000, 265500.0, 300000]",231000.0,265500.0,300000.0
2249,Duolingo,"['head', 'science']","New York, NY","[196000, 255000.0, 314000]",196000.0,255000.0,314000.0
2250,Dataquestcorp,['science'],"Branchburg, NJ","[70000, 74500.0, 79000]",70000.0,74500.0,79000.0
2252,"JPMorgan Chase Bank, N.A.","['advancing', 'hispanics', 'latinos', 'fellowship', 'program', 'ai', 'science', 'track']","New York, NY","[54080, 73840.0, 93600]",54080.0,73840.0,93600.0
2253,Discord,"['engineering', 'manager']","San Francisco, CA","[153600.0, 192000, 230400.0]",153600.0,192000.0,230400.0
2254,YT Global Network,"['engineer', 'remote']",Remote,"[187200, 218400.0, 249600]",187200.0,218400.0,249600.0
2255,excelon solutuion,"['hiring', 'science', 'aws', 'w']",Remote,"[93600, 98800.0, 104000]",93600.0,98800.0,104000.0
2256,Science Systems & Applications,"['science', 'visualizer', 'earth', 'science']","Lanham, MD","[62000, 74000.0, 86000]",62000.0,74000.0,86000.0
2258,Delta,"['coop', 'flight', 'safety', 'science', 'fall']","Atlanta, GA","[40000, 51000.0, 62000]",40000.0,51000.0,62000.0
2259,Hewlett Packard Enterprise,"['science', 'graduate']","San Jose, CA","[109000, 180500.0, 252000]",109000.0,180500.0,252000.0
2260,Hunter Engineering,"['science', 'coop']","Bridgeton, MO","[71000, 90500.0, 110000]",71000.0,90500.0,110000.0
2261,Aristocrat Technologies Inc,"['science', 'analyst']","Las Vegas, NV","[69000, 87500.0, 106000]",69000.0,87500.0,106000.0
2262,Vetro Tech Inc,['scientist'],"Seattle, WA","[87000, 93000.0, 99000]",87000.0,93000.0,99000.0
2263,Electric Hydrogen,"['science', 'coop']","San Carlos, CA","[72800, 83200.0, 93600]",72800.0,83200.0,93600.0
2264,Anblicks,"['science', 'aiml']","Dallas, TX","[58000, 75000.0, 92000]",58000.0,75000.0,92000.0
2265,Havas Group,"['junior', 'fellow', 'decision', 'science']","New York, NY","[29952.0, 37440, 44928.0]",29952.0,37440.0,44928.0
2266,Liberty Mutual Insurance,"['science', 'coop', 'july', 'december']","Boston, MA","[54080, 60320.0, 66560]",54080.0,60320.0,66560.0
2267,BigHat Biosciences,"['programs', 'science', 'consultant', 'remote']","San Mateo, CA","[79000, 104000.0, 129000]",79000.0,104000.0,129000.0
2268,The University of Chicago,"['science', 'analyst']","Chicago, IL","[75000, 91500.0, 108000]",75000.0,91500.0,108000.0
2269,SETI Institute,"['science', 'pipeline', 'operator']","Mountain View, CA","[67000, 81000.0, 95000]",67000.0,81000.0,95000.0
2270,Adobe,"['science', 'engineer']","Lehi, UT","[140000, 200500.0, 261000]",140000.0,200500.0,261000.0
2271,Cobbs Creek Healthcare,"['junior', 'analyst']","Newtown Square, PA","[55000, 60000.0, 65000]",55000.0,60000.0,65000.0
2274,Forward,"['software', 'engineer', 'science']","San Francisco, CA","[113000, 140500.0, 168000]",113000.0,140500.0,168000.0
2275,C3 AI,"['science', 'instructor']","Redwood City, CA","[109000, 125500.0, 142000]",109000.0,125500.0,142000.0
2276,pulseData,"['science', 'associate', 'remote']","New York, NY","[50000, 66500.0, 83000]",50000.0,66500.0,83000.0
2277,Bayer,"['nafto', 'science', 'coop']",United States,"[58240.0, 72800, 87360.0]",58240.0,72800.0,87360.0
2278,MediaMath,"['vp', 'science']","New York, NY","[231000, 265500.0, 300000]",231000.0,265500.0,300000.0
2279,Duolingo,"['head', 'science']","New York, NY","[196000, 255000.0, 314000]",196000.0,255000.0,314000.0
2280,Dataquestcorp,['science'],"Branchburg, NJ","[70000, 74500.0, 79000]",70000.0,74500.0,79000.0
2282,"JPMorgan Chase Bank, N.A.","['advancing', 'hispanics', 'latinos', 'fellowship', 'program', 'ai', 'science', 'track']","New York, NY","[54080, 73840.0, 93600]",54080.0,73840.0,93600.0
2283,Discord,"['engineering', 'manager']","San Francisco, CA","[153600.0, 192000, 230400.0]",153600.0,192000.0,230400.0
2284,YT Global Network,"['engineer', 'remote']",Remote,"[187200, 218400.0, 249600]",187200.0,218400.0,249600.0
2285,excelon solutuion,"['hiring', 'science', 'aws', 'w']",Remote,"[93600, 98800.0, 104000]",93600.0,98800.0,104000.0
2286,Science Systems & Applications,"['science', 'visualizer', 'earth', 'science']","Lanham, MD","[62000, 74000.0, 86000]",62000.0,74000.0,86000.0
2288,Delta,"['coop', 'flight', 'safety', 'science', 'fall']","Atlanta, GA","[40000, 51000.0, 62000]",40000.0,51000.0,62000.0
2289,Hewlett Packard Enterprise,"['science', 'graduate']","San Jose, CA","[109000, 180500.0, 252000]",109000.0,180500.0,252000.0
2290,Hunter Engineering,"['science', 'coop']","Bridgeton, MO","[71000, 90500.0, 110000]",71000.0,90500.0,110000.0
2291,Aristocrat Technologies Inc,"['science', 'analyst']","Las Vegas, NV","[69000, 87500.0, 106000]",69000.0,87500.0,106000.0
2292,Vetro Tech Inc,['scientist'],"Seattle, WA","[87000, 93000.0, 99000]",87000.0,93000.0,99000.0
2293,Electric Hydrogen,"['science', 'coop']","San Carlos, CA","[72800, 83200.0, 93600]",72800.0,83200.0,93600.0
2294,Anblicks,"['science', 'aiml']","Dallas, TX","[58000, 75000.0, 92000]",58000.0,75000.0,92000.0
2295,Havas Group,"['junior', 'fellow', 'decision', 'science']","New York, NY","[29952.0, 37440, 44928.0]",29952.0,37440.0,44928.0
2296,Liberty Mutual Insurance,"['science', 'coop', 'july', 'december']","Boston, MA","[54080, 60320.0, 66560]",54080.0,60320.0,66560.0
2297,BigHat Biosciences,"['programs', 'science', 'consultant', 'remote']","San Mateo, CA","[79000, 104000.0, 129000]",79000.0,104000.0,129000.0
2298,The University of Chicago,"['science', 'analyst']","Chicago, IL","[75000, 91500.0, 108000]",75000.0,91500.0,108000.0
2299,SETI Institute,"['science', 'pipeline', 'operator']","Mountain View, CA","[67000, 81000.0, 95000]",67000.0,81000.0,95000.0
2300,Adobe,"['science', 'engineer']","Lehi, UT","[140000, 200500.0, 261000]",140000.0,200500.0,261000.0
2301,Cobbs Creek Healthcare,"['junior', 'analyst']","Newtown Square, PA","[55000, 60000.0, 65000]",55000.0,60000.0,65000.0
2304,Forward,"['software', 'engineer', 'science']","San Francisco, CA","[113000, 140500.0, 168000]",113000.0,140500.0,168000.0
2305,C3 AI,"['science', 'instructor']","Redwood City, CA","[109000, 125500.0, 142000]",109000.0,125500.0,142000.0
2306,pulseData,"['science', 'associate', 'remote']","New York, NY","[50000, 66500.0, 83000]",50000.0,66500.0,83000.0
2307,Bayer,"['nafto', 'science', 'coop']",United States,"[58240.0, 72800, 87360.0]",58240.0,72800.0,87360.0
2308,MediaMath,"['vp', 'science']","New York, NY","[231000, 265500.0, 300000]",231000.0,265500.0,300000.0
2309,Duolingo,"['head', 'science']","New York, NY","[196000, 255000.0, 314000]",196000.0,255000.0,314000.0
2310,Dataquestcorp,['science'],"Branchburg, NJ","[70000, 74500.0, 79000]",70000.0,74500.0,79000.0
2312,"JPMorgan Chase Bank, N.A.","['advancing', 'hispanics', 'latinos', 'fellowship', 'program', 'ai', 'science', 'track']","New York, NY","[54080, 73840.0, 93600]",54080.0,73840.0,93600.0
2313,Discord,"['engineering', 'manager']","San Francisco, CA","[153600.0, 192000, 230400.0]",153600.0,192000.0,230400.0
2314,YT Global Network,"['engineer', 'remote']",Remote,"[187200, 218400.0, 249600]",187200.0,218400.0,249600.0
2315,excelon solutuion,"['hiring', 'science', 'aws', 'w']",Remote,"[93600, 98800.0, 104000]",93600.0,98800.0,104000.0
2316,Science Systems & Applications,"['science', 'visualizer', 'earth', 'science']","Lanham, MD","[62000, 74000.0, 86000]",62000.0,74000.0,86000.0
2318,Delta,"['coop', 'flight', 'safety', 'science', 'fall']","Atlanta, GA","[40000, 51000.0, 62000]",40000.0,51000.0,62000.0
2319,Hewlett Packard Enterprise,"['science', 'graduate']","San Jose, CA","[109000, 180500.0, 252000]",109000.0,180500.0,252000.0
2320,Hunter Engineering,"['science', 'coop']","Bridgeton, MO","[71000, 90500.0, 110000]",71000.0,90500.0,110000.0
2321,Aristocrat Technologies Inc,"['science', 'analyst']","Las Vegas, NV","[69000, 87500.0, 106000]",69000.0,87500.0,106000.0
2322,Vetro Tech Inc,['scientist'],"Seattle, WA","[87000, 93000.0, 99000]",87000.0,93000.0,99000.0
2323,Electric Hydrogen,"['science', 'coop']","San Carlos, CA","[72800, 83200.0, 93600]",72800.0,83200.0,93600.0
2324,Anblicks,"['science', 'aiml']","Dallas, TX","[58000, 75000.0, 92000]",58000.0,75000.0,92000.0
2325,Havas Group,"['junior', 'fellow', 'decision', 'science']","New York, NY","[29952.0, 37440, 44928.0]",29952.0,37440.0,44928.0
2326,Liberty Mutual Insurance,"['science', 'coop', 'july', 'december']","Boston, MA","[54080, 60320.0, 66560]",54080.0,60320.0,66560.0
2327,BigHat Biosciences,"['programs', 'science', 'consultant', 'remote']","San Mateo, CA","[79000, 104000.0, 129000]",79000.0,104000.0,129000.0
2328,The University of Chicago,"['science', 'analyst']","Chicago, IL","[75000, 91500.0, 108000]",75000.0,91500.0,108000.0
2329,SETI Institute,"['science', 'pipeline', 'operator']","Mountain View, CA","[67000, 81000.0, 95000]",67000.0,81000.0,95000.0
